MHT_NUM,MHT,UnitNum,length_m,width_m,tot_area_m2,rkm.up,Comments
SESSMA_1060,SESSMA,1060,189,36.6,6917.4,289.6013,white house LB mid-unit; Shasta R at bottom
THPOMA_1061,THPOMA,1061,101.8,39,3970.2,289.4123,
THMSMA_1062,THMSMA,1062,163.1,25.9,4224.29,289.3105,
SESSMA_1063,SESSMA,1063,54.3,32.3,1753.89,289.1474,
THLSMA_1064,THLSMA,1064,57.9,24.4,1412.76,289.0931,
THPOMA_1065,THPOMA,1065,131.1,32.9,4313.19,289.0352,
THMSMA_1066,THMSMA,1066,160.3,40.8,6540.24,288.9041,
THMSMA_1067,THMSMA,1067,103,24.1,2482.3,288.7438,
SESSMA_1068,SESSMA,1068,50.3,44.8,2253.44,288.6408,
THLSMA_1069,THLSMA,1069,190.2,25,4755,288.5905,
THPOMA_1070,THPOMA,1070,215.2,26.5,5702.8,288.4003,
THLSMA_1071,THLSMA,1071,68.6,31.7,2174.62,288.1851,
THPOMA_1072,THPOMA,1072,177.4,50.9,9029.66,288.1165,
THMSMA_1073,THMSMA,1073,119.2,65.2,7771.84,287.9391,
THLSMA_1074,THLSMA,1074,84.4,40.8,3443.52,287.8199,
THMSMA_1075,THMSMA,1075,93.9,60.4,5671.56,287.7355,
SCISL10_1076,SCISL10,1076,75,,,287.6416,
THMSMA_1077,THMSMA,1077,407.5,60.4,24613,287.5666,Deliverance camp about here.  RWP 12/1/2012
THLSMA_1078,THLSMA,1078,242,40.5,9801,287.1591,
THMSMA_1079,THMSMA,1079,156.4,33.5,5239.4,286.9171,
SESSMA_1080,SESSMA,1080,186.5,20.7,3860.55,286.7607,Ash Ck. Bridge at bottom
THPOMA_1081,THPOMA,1081,348.7,28.3,9868.21,286.5742,RB SC dry; split pool at boulders
THPOMA_1082,THPOMA,1082,553.2,41.8,23123.76,286.2255,Ash Ck. river access mid-unit RB
SCISL11_1083,SCISL11,1083,221.9,,,285.6723,
THLSMA_1084,THLSMA,1084,91.7,33.5,3071.95,285.4504,
THPOMA_1085,THPOMA,1085,175.3,38.4,6731.52,285.3587,
THLSMA_1086,THLSMA,1086,79.9,42.7,3411.73,285.1834,
SESSMA_1087,SESSMA,1087,164,21.3,3493.2,285.1035,
THLSMA_1088,THLSMA,1088,174.7,27.1,4734.37,284.9395,
THPOMA_1089,THPOMA,1089,442.3,43,19018.9,284.7648,
SCISL12_1090,SCISL12,1090,249.3,,,284.3225,
THPOMA_1091,THPOMA,1091,85.3,24.7,2106.91,284.0732,
THPOMA_1092,THPOMA,1092,551.4,44.8,24702.72,283.9879,
THMSMA_1093,THMSMA,1093,132.3,41.1,5437.53,283.4365,
THPOMA_1094,THPOMA,1094,189.9,37.8,7178.22,283.3042,
THLSMA_1095,THLSMA,1095,217.9,42.4,9238.96,283.1143,
SESSMA_1096,SESSMA,1096,145.1,24.4,3540.44,282.8964,
THLSMA_1097,THLSMA,1097,91.4,34.7,3171.58,282.7513,
THPOMA_1098,THPOMA,1098,200.9,36,7232.4,282.6599,
THLSMA_1099,THLSMA,1099,117.7,25.9,3048.43,282.459,
THPOMA_1100,THPOMA,1100,79.2,27.4,2170.08,282.3413,
THLSMA_1101,THLSMA,1101,75.6,30.8,2328.48,282.2621,
THPOMA_1102,THPOMA,1102,368.2,85.3,31407.46,282.1865,
THLSMA_1103,THLSMA,1103,93.3,29.9,2789.67,281.8183,
THPOMA_1104,THPOMA,1104,136.6,23.5,3210.1,281.725,
THLSMA_1105,THLSMA,1105,35.7,47.5,1695.75,281.5884,
THPOMA_1106,THPOMA,1106,169.5,39.3,6661.35,281.5527,
THLSMA_1107,THLSMA,1107,138.4,36,4982.4,281.3832,
THPOMA_1108,THPOMA,1108,47.9,31.7,1518.43,281.2448,
THLSMA_1109,THLSMA,1109,59.1,50.9,3008.19,281.1969,
THMSMA_1110,THMSMA,1110,116.4,33.8,3934.32,281.1378,
THLSMA_1111,THLSMA,1111,57.6,28.3,1630.08,281.0214,
THPOMA_1112,THPOMA,1112,420.3,57,23957.1,280.9638,left hand bend; Humbug Creek; RB near bottom
SESSMA_1113,SESSMA,1113,107,24.7,2642.9,280.5435,
THPOMA_1114,THPOMA,1114,93.9,35.1,3295.89,280.4365,
THMSMA_1115,THMSMA,1115,177.1,31.4,5560.94,280.3426,
THLSMA_1116,THLSMA,1116,351.7,35.4,12450.18,280.1655,
THPOMA_1117,THPOMA,1117,138.4,40.8,5646.72,279.8138,
SCISL13_1118,SCISL13,1118,567.2,,,279.6754,
THPOMA_1119,THPOMA,1119,79.2,41.5,3286.8,279.1082,
THPOMA_1120,THPOMA,1120,45.7,41.5,1896.55,279.029,
THMSMA_1121,THMSMA,1121,64.9,45.7,2965.93,278.9833,
THLSMA_1122,THLSMA,1122,68.6,56.7,3889.62,278.9184,
THPOMA_1123,THPOMA,1123,110.9,45.7,5068.13,278.8498,
THMSMA_1124,THMSMA,1124,340.2,31.4,10682.28,278.7389,
THPOMA_1125,THPOMA,1125,130.2,60.7,7903.14,278.3987,
SESSMA_1126,SESSMA,1126,66.1,32.9,2174.69,278.2685,
THLSMA_1127,THLSMA,1127,274.6,52.7,14471.42,278.2024,
SCISL14_1128,SCISL14,1128,81.1,,,277.9278,
SESSMA_1129,SESSMA,1129,82.3,39.6,3259.08,277.8467,
THPOMA_1130,THPOMA,1130,85,29.3,2490.5,277.7644,
SESSMA_1131,SESSMA,1131,109.7,39.3,4311.21,277.6794,
THPOMA_1132,THPOMA,1132,218.8,30.8,6739.04,277.5697,
SESSMA_1133,SESSMA,1133,177.1,32,5667.2,277.3509,
THPOMA_1134,THPOMA,1134,61,28.3,1726.3,277.1738,
THMSMA_1135,THMSMA,1135,144.2,27.7,3994.34,277.1128,
THLSMA_1136,THLSMA,1136,83.5,28,2338,276.9686,
THPOMA_1137,THPOMA,1137,138.7,33.5,4646.45,276.8851,
THPOMA_1138,THPOMA,1138,234.7,39.9,9364.53,276.7464,
SESSMA_1139,SESSMA,1139,139,32,4448,276.5117,
THPOMA_1140,THPOMA,1140,51.5,30.2,1555.3,276.3727,
THLSMA_1141,THLSMA,1141,181.7,36.6,6650.22,276.3212,
THPOMA_1142,THPOMA,1142,212.8,38.7,8235.36,276.1395,
THMSMA_1143,THMSMA,1143,246.9,33.2,8197.08,275.9267,
THLSMA_1144,THLSMA,1144,109.7,37.5,4113.75,275.6798,
THPOMA_1145,THPOMA,1145,237.7,37.2,8842.44,275.5701,
THLSMA_1146,THLSMA,1146,46,42.4,1950.4,275.3324,
SESSMA_1147,SESSMA,1147,167.6,35.7,5983.32,275.2864,
THMSMA_1148,THMSMA,1148,44.5,20.4,907.8,275.1188,
THPOMA_1149,THPOMA,1149,93.6,34.1,3191.76,275.0743,
THLSMA_1150,THLSMA,1150,226.8,34.1,7733.88,274.9807,
SESSMA_1151,SESSMA,1151,63.1,36.6,2309.46,274.7539,
THPOMA_1152,THPOMA,1152,119.5,33.5,4003.25,274.6908,
THPOMA_1153,THPOMA,1153,236.2,41.1,9707.82,274.5713,
SPISL04_1154,SPISL04,1154,240.8,,,274.3351,
SESSMA_1155,SESSMA,1155,66.4,23.2,1540.48,274.0943,
THLSMA_1156,THLSMA,1156,159.1,25,3977.5,274.0279,
THPOMA_1157,THPOMA,1157,419.7,43.3,18173.01,273.8688,
THMSMA_1158,THMSMA,1158,162.5,45.4,7377.5,273.4491,
THPOMA_1159,THPOMA,1159,156.1,45.4,7086.94,273.2866,
THMSMA_1160,THMSMA,1160,103.6,48.8,5055.68,273.1305,
THPOMA_1161,THPOMA,1161,133.2,45.4,6047.28,273.0269,
THMSMA_1162,THMSMA,1162,105.2,45.7,4807.64,272.8937,
THPOMA_1163,THPOMA,1163,118.6,38.1,4518.66,272.7885,
SESSMA_1164,SESSMA,1164,84.7,51.2,4336.64,272.6699,
THPOMA_1165,THPOMA,1165,30.5,31.1,948.55,272.5852,
SCISL15_1166,SCISL15,1166,46.6,,,272.5547,
SESSMA_1167,SESSMA,1167,46.6,25.3,1178.98,272.5081,
THPOMA_1168,THPOMA,1168,64.6,29.6,1912.16,272.4615,
THLSMA_1169,THLSMA,1169,101.8,29,2952.2,272.3969,bridge abutment LB mid; powerlines
THPOMA_1170,THPOMA,1170,295,51.5,15192.5,272.2951,
SESSMA_1171,SESSMA,1171,88.4,23.2,2050.88,272.0001,
THPOMA_1172,THPOMA,1172,65.8,25,1645,271.9117,
THMSMA_1173,THMSMA,1173,158.5,26.2,4152.7,271.8459,
THPOMA_1174,THPOMA,1174,313,43.6,13646.8,271.6874,
SPISL05_1175,SPISL05,1175,216.4,,,271.3744,Honolulu Rapid
SESSMA_1176,SESSMA,1176,10.4,22.6,235.04,271.158,
THPOMA_1177,THPOMA,1177,179.5,36,6462,271.1476,
THMSMA_1178,THMSMA,1178,64.6,25,1615,270.9681,
THPOMA_1179,THPOMA,1179,143,36,5148,270.9035,
SESSMA_1180,SESSMA,1180,108.8,33.5,3644.8,270.7605,
THLSMA_1181,THLSMA,1181,148.7,37.2,5531.64,270.6517,
THMSMA_1182,THMSMA,1182,88.1,34.7,3057.07,270.503,
THPOMA_1183,THPOMA,1183,88.7,35.1,3113.37,270.4149,
THPOMA_1184,THPOMA,1184,43,36.3,1560.9,270.3262,
SPISL06_1185,SPISL06,1185,80.8,,,270.2832,
THMSMA_1186,THMSMA,1186,86.6,24.7,2139.02,270.2024,
THLSMA_1187,THLSMA,1187,32.9,31.1,1023.19,270.1158,
THPOMA_1188,THPOMA,1188,135.6,40.2,5451.12,270.0829,
THMSMA_1189,THMSMA,1189,106.7,28,2987.6,269.9473,
THPOMA_1190,THPOMA,1190,119.5,30.2,3608.9,269.8406,
THMSMA_1191,THMSMA,1191,111.3,29.3,3261.09,269.7211,
THPOMA_1192,THPOMA,1192,96,38.7,3715.2,269.6098,
SESSMA_1193,SESSMA,1193,57.3,32.6,1867.98,269.5138,
THPOMA_1194,THPOMA,1194,97.8,28.7,2806.86,269.4565,
THLSMA_1195,THLSMA,1195,60,52.4,3144,269.3587,
SCISL16_1196,SCISL16,1196,50.9,,,269.2987,
THLSMA_1197,THLSMA,1197,69.8,54.9,3832.02,269.2478,
THMSMA_1198,THMSMA,1198,57.6,63.7,3669.12,269.178,
SPISL07_1199,SPISL07,1199,152.4,,,269.1204,
THPOMA_1200,THPOMA,1200,48.8,25.3,1234.64,268.968,
SCISL17_1201,SCISL17,1201,37.5,,,268.9192,
THPOMA_1202,THPOMA,1202,57.6,23.2,1336.32,268.8817,
SESSMA_1203,SESSMA,1203,46.3,24.7,1143.61,268.8241,
THLSMA_1204,THLSMA,1204,117.3,23.2,2721.36,268.7778,
THPOMA_1205,THPOMA,1205,58.5,23.2,1357.2,268.6605,
THMSMA_1206,THMSMA,1206,128.3,15.2,1950.16,268.602,
THPOMA_1207,THPOMA,1207,164.6,29.9,4921.54,268.4737,
THLSMA_1208,THLSMA,1208,59.4,50.3,2987.82,268.3091,
SESSMA_1209,SESSMA,1209,92.7,52.7,4885.29,268.2497,
THPOMA_1210,THPOMA,1210,76.8,29,2227.2,268.157,
SESSMA_1211,SESSMA,1211,61,29.9,1823.9,268.0802,
THPOMA_1212,THPOMA,1212,195.7,39.9,7808.43,268.0192,
SESSMA_1213,SESSMA,1213,80.2,21,1684.2,267.8235,
THPOMA_1214,THPOMA,1214,98.5,28.3,2787.55,267.7433,
THLSMA_1215,THLSMA,1215,26.2,43.3,1134.46,267.6448,
THPOMA_1216,THPOMA,1216,213.7,40.5,8654.85,267.6186,
SCISL18_1217,SCISL18,1217,143.3,,,267.4049,
THLSMA_1218,THLSMA,1218,111.9,47.5,5315.25,267.2616,
THPOMA_1219,THPOMA,1219,117.7,41.8,4919.86,267.1497,
SCISL19_1220,SCISL19,1220,70.1,,,267.032,
THMSMA_1221,THMSMA,1221,15.2,48.8,741.76,266.9619,
THLSMA_1222,THLSMA,1222,58.8,43.9,2581.32,266.9467,
THMSMA_1223,THMSMA,1223,219.2,36.6,8022.72,266.8879,
THPOMA_1224,THPOMA,1224,325.2,31.4,10211.28,266.6687,
SESSMA_1225,SESSMA,1225,63.1,24.4,1539.64,266.3435,
THPOMA_1226,THPOMA,1226,79.2,25.9,2051.28,266.2804,
THMSMA_1227,THMSMA,1227,44.2,18.6,822.12,266.2012,
THLSMA_1228,THLSMA,1228,388.3,31.4,12192.62,266.157,
THPOMA_1229,THPOMA,1229,484.9,42.4,20559.76,265.7687,
THMSMA_1230,THMSMA,1230,83.2,54.6,4542.72,265.2838,
SESSMA_1231,SESSMA,1231,121.3,19.8,2401.74,265.2006,
THLSMA_1232,THLSMA,1232,70.7,25.6,1809.92,265.0793,
THPOMA_1233,THPOMA,1233,200,41.8,8360,265.0086,
THLSMA_1234,THLSMA,1234,48.8,32.6,1590.88,264.8086,
THPOMA_1235,THPOMA,1235,273.7,36.6,10017.42,264.7598,
THMSMA_1236,THMSMA,1236,63.1,28,1766.8,264.4861,
THPOMA_1237,THPOMA,1237,140.2,31.4,4402.28,264.423,
THLSMA_1238,THLSMA,1238,39.6,27.7,1096.92,264.2828,
THPOMA_1239,THPOMA,1239,542.2,57,30905.4,264.2432,
THLSMA_1240,THLSMA,1240,99.7,46.9,4675.93,263.701,
THPOMA_1241,THPOMA,1241,132,43,5676,263.6013,
THMSMA_1242,THMSMA,1242,107.3,52.4,5622.52,263.4693,Beaver Ck comes in at top
THPOMA_1243,THPOMA,1243,179.8,53.6,9637.28,263.362,
THLSMA_1244,THLSMA,1244,40.8,63.7,2598.96,263.1822,
THMSMA_1245,THMSMA,1245,115.8,60.4,6994.32,263.1414,
THLSMA_1246,THLSMA,1246,164.6,46.6,7670.36,263.0256,
SESSMA_1247,SESSMA,1247,115.2,14.9,1716.48,262.861,
THMSMA_1248,THMSMA,1248,142.6,19.2,2737.92,262.7458,
THPOMA_1249,THPOMA,1249,108.2,33.2,3592.24,262.6032,
THMSMA_1250,THMSMA,1250,10.7,40.2,430.14,262.495,
SCISL20_1251,SCISL20,1251,67.7,,,262.4843,
THMSMA_1252,THMSMA,1252,13.1,20.1,263.31,262.4166,
THPOMA_1253,THPOMA,1253,60.7,41.1,2494.77,262.4035,
SCISL21_1254,SCISL21,1254,62.8,,,262.3428,
THLSMA_1255,THLSMA,1255,278.9,42.1,11741.69,262.28,
THMSMA_1256,THMSMA,1256,152.7,34.1,5207.07,262.0011,
THPOMA_1257,THPOMA,1257,90.2,31.4,2832.28,261.8484,
SCISL22_1258,SCISL22,1258,256.9,,,261.7582,
THLSMA_1259,THLSMA,1259,166.1,43,7142.3,261.5013,
THPOMA_1260,THPOMA,1260,294.7,51.8,15265.46,261.3352,
SCISL23_1261,SCISL23,1261,103.3,,,261.0405,
THMSMA_1262,THMSMA,1262,93,23.5,2185.5,260.9372,
THPOMA_1263,THPOMA,1263,88.4,29.6,2616.64,260.8442,
THLSMA_1264,THLSMA,1264,64.3,29.9,1922.57,260.7558,
THPOMA_1265,THPOMA,1265,273.7,15.2,4160.24,260.6915,
SCISL24_1266,SCISL24,1266,221,,,260.4178,
THLSMA_1267,THLSMA,1267,110,29,3190,260.1968,
THMSMA_1268,THMSMA,1268,76.2,22.9,1744.98,260.0868,
THPOMA_1269,THPOMA,1269,162.2,40.5,6569.1,260.0106,
THLSMA_1270,THLSMA,1270,150,35.1,5265,259.8484,
THPOMA_1271,THPOMA,1271,103.9,34.1,3542.99,259.6984,
THLSMA_1272,THLSMA,1272,113.4,42.7,4842.18,259.5945,
THMSMA_1273,THMSMA,1273,202.1,42.1,8508.41,259.4811,
THPOMA_1274,THPOMA,1274,114.3,46.6,5326.38,259.279,
THMSMA_1275,THMSMA,1275,74.1,31.7,2348.97,259.1647,
THPOMA_1276,THPOMA,1276,524.6,31.1,16315.06,259.0906,
SCISL25_1277,SCISL25,1277,28,,,258.566,
THPOMA_1278,THPOMA,1278,48.2,44.8,2159.36,258.538,
THPOMA_1279,THPOMA,1279,54.9,30.5,1674.45,258.4898,
THLSMA_1280,THLSMA,1280,86,36,3096,258.4349,
THPOMA_1281,THPOMA,1281,321.3,30.8,9896.04,258.3489,
SPISL08_1282,SPISL08,1282,488.9,,,258.0276,
THLSMA_1283,THLSMA,1283,463,35.4,16390.2,257.5387,
THMSMA_1284,THMSMA,1284,187.1,36,6735.6,257.0757,
THPOMA_1285,THPOMA,1285,149.4,39.3,5871.42,256.8886,
THLSMA_1286,THLSMA,1286,461.2,46.6,21491.92,256.7392,
THMSMA_1287,THMSMA,1287,124.1,28,3474.8,256.278,
THPOMA_1288,THPOMA,1288,271.6,37.5,10185,256.1539,walker bridge at bottom
THLSMA_1289,THLSMA,1289,212.8,51.2,10895.36,255.8823,
THMSMA_1290,THMSMA,1290,89.9,29.9,2688.01,255.6695,
THLSMA_1291,THLSMA,1291,123.1,39,4800.9,255.5796,
THPOMA_1292,THPOMA,1292,351.7,35.7,12555.69,255.4565,
THMSMA_1293,THMSMA,1293,156.1,18.9,2950.29,255.1048,
THLSMA_1294,THLSMA,1294,89,36.6,3257.4,254.9487,
THPOMA_1295,THPOMA,1295,57.3,30.5,1747.65,254.8597,
THLSMA_1296,THLSMA,1296,117.3,53.3,6252.09,254.8024,
THMSMA_1297,THMSMA,1297,164.9,29.3,4831.57,254.6851,
THLSMA_1298,THLSMA,1298,174,48.8,8491.2,254.5202,
THPOMA_1299,THPOMA,1299,112.2,40.2,4510.44,254.3462,
THLSMA_1300,THLSMA,1300,86.3,46.6,4021.58,254.234,
THPOMA_1301,THPOMA,1301,167,41.1,6863.7,254.1477,
THMSMA_1302,THMSMA,1302,107.3,44.8,4807.04,253.9807,
THPOMA_1303,THPOMA,1303,266.7,40.8,10881.36,253.8734,
THMSMA_1304,THMSMA,1304,165.8,57,9450.6,253.6067,Doggett Ck LB
THPOMA_1305,THPOMA,1305,25.6,50,1280,253.4409,
SCISL26_1306,SCISL26,1306,153,,,253.4153,
THLSMA_1307,THLSMA,1307,145.7,41.5,6046.55,253.2623,
THMSMA_1308,THMSMA,1308,71.6,27.7,1983.32,253.1166,
THPOMA_1309,THPOMA,1309,61,36.6,2232.6,253.045,
THLSMA_1310,THLSMA,1310,68.6,27.1,1859.06,252.984,
THPOMA_1311,THPOMA,1311,171.3,46,7879.8,252.9154,
THMSMA_1312,THMSMA,1312,178.3,32.3,5759.09,252.7441,
THLSMA_1313,THLSMA,1313,87.5,36.9,3228.75,252.5658,
THMSMA_1314,THMSMA,1314,84.7,25.9,2193.73,252.4783,
THPOMA_1315,THPOMA,1315,244.8,34.1,8347.68,252.3936,
THLSMA_1316,THLSMA,1316,269.8,39.3,10603.14,252.1488,
THPOMA_1317,THPOMA,1317,90.2,39.6,3571.92,251.879,
THLSMA_1318,THLSMA,1318,94.8,39.6,3754.08,251.7888,
THPOMA_1319,THPOMA,1319,192.3,29,5576.7,251.694,
RRMSMA_1320,RRMSMA,1320,145.4,35.1,5103.54,251.5017,
RRLSMA_1321,RRLSMA,1321,125,41.5,5187.5,251.3563,
RRPOMA_1322,RRPOMA,1322,170.7,44.5,7596.15,251.2313,
RRLSMA_1323,RRLSMA,1323,203.3,43,8741.9,251.0606,
RRPOMA_1324,RRPOMA,1324,128.9,43.3,5581.37,250.8573,
RRLSMA_1325,RRLSMA,1325,74.7,34.1,2547.27,250.7284,
RRPOMA_1326,RRPOMA,1326,50,30.8,1540,250.6537,
RRLSMA_1327,RRLSMA,1327,110.6,35.1,3882.06,250.6037,
RRPOMA_1328,RRPOMA,1328,438.3,34.4,15077.52,250.4931,Dona Ck. RB; max taken in dredge hole; otherwise 9 ft. max
SESSMA_1329,SESSMA,1329,45.7,22.3,1019.11,250.0548,
RRPOMA_1330,RRPOMA,1330,104.5,26.5,2769.25,250.0091,
RRLSMA_1331,RRLSMA,1331,128,23.5,3008,249.9046,
RRPOMA_1332,RRPOMA,1332,193.9,26.5,5138.35,249.7766,
RRLSMA_1333,RRLSMA,1333,524.3,37.2,19503.96,249.5827,
RRPOMA_1334,RRPOMA,1334,143.9,61,8777.9,249.0584,
RRLSMA_1335,RRLSMA,1335,85.3,49.7,4239.41,248.9145,
SCISL27_1336,SCISL27,1336,536.1,,,248.8292,
RRLSMA_1337,RRLSMA,1337,118.6,59.1,7009.26,248.2931,
RRLSMA_1338,RRLSMA,1338,114.9,34.4,3952.56,248.1745,
BBMSMA_1339,BBMSMA,1339,231,27.4,6329.4,248.0596,
BBPOMA_1340,BBPOMA,1340,208.8,41.1,8581.68,247.8286,
BBPOMA_1341,BBPOMA,1341,134.1,45.7,6128.37,247.6198,
BBPOMA_1342,BBPOMA,1342,212.1,41.8,8865.78,247.4857,
BBLSMA_1343,BBLSMA,1343,69.8,43,3001.4,247.2736,
BBPOMA_1344,BBPOMA,1344,152.1,53,8061.3,247.2038,
BBLSMA_1345,BBLSMA,1345,157.9,50.6,7989.74,247.0517,
BBMSMA_1346,BBMSMA,1346,100.3,42.4,4252.72,246.8938,
BBLSMA_1347,BBLSMA,1347,79.2,36.6,2898.72,246.7935,
BBPOMA_1348,BBPOMA,1348,69.8,36,2512.8,246.7143,
BBLSMA_1349,BBLSMA,1349,53,35.4,1876.2,246.6445,
BBPOMA_1350,BBPOMA,1350,237.1,39,9246.9,246.5915,
SCISL28_1351,SCISL28,1351,231.7,,,246.3544,
THMSMA_1352,THMSMA,1352,111.3,26.8,2982.84,246.1227,
THLSMA_1353,THLSMA,1353,79.9,29.6,2365.04,246.0114,
THPOMA_1354,THPOMA,1354,397.5,33.2,13197,245.9315,
THMSMA_1355,THMSMA,1355,94.5,41.1,3883.95,245.534,
THLSMA_1356,THLSMA,1356,54.9,46.9,2574.81,245.4395,
SCISL29_1357,SCISL29,1357,73.5,,,245.3846,
THPOMA_1358,THPOMA,1358,160.9,36.6,5888.94,245.3111,
THPOMA_1359,THPOMA,1359,187.8,51.8,9728.04,245.1502,
THLSMA_1360,THLSMA,1360,128.9,59.7,7695.33,244.9624,
THPOMA_1361,THPOMA,1361,166.4,53.6,8919.04,244.8335,
SCISL30_1362,SCISL30,1362,59.1,,,244.6671,
THLSMA_1363,THLSMA,1363,35.7,24.4,871.08,244.608,
THPOMA_1364,THPOMA,1364,135.3,70.1,9484.53,244.5723,
THLSMA_1365,THLSMA,1365,310,52.4,16244,244.437,
THMSMA_1366,THMSMA,1366,164.9,50.6,8343.94,244.127,
THLSMA_1367,THLSMA,1367,115.8,42.1,4875.18,243.9621,HWY 96 Bridge Walker Road
THPOMA_1368,THPOMA,1368,349,36.9,12878.1,243.8463,
SESSMA_1369,SESSMA,1369,43.3,25.3,1095.49,243.4973,
THLSMA_1370,THLSMA,1370,53.3,32,1705.6,243.454,
THMSMA_1371,THMSMA,1371,108.2,34.1,3689.62,243.4007,
THPOMA_1372,THPOMA,1372,32,32.6,1043.2,243.2925,
THMSMA_1373,THMSMA,1373,73.2,25,1830,243.2605,
THPOMA_1374,THPOMA,1374,47.9,29.9,1432.21,243.1873,
THLSMA_1375,THLSMA,1375,462.1,43.9,20286.19,243.1394,
THPOMA_1376,THPOMA,1376,323.1,25.6,8271.36,242.6773,
THLSMA_1377,THLSMA,1377,187.5,43.6,8175,242.3542,
THPOMA_1378,THPOMA,1378,100.9,45.1,4550.59,242.1667,
THLSMA_1379,THLSMA,1379,147.8,40.8,6030.24,242.0658,
THPOMA_1380,THPOMA,1380,118.9,44.5,5291.05,241.918,Horse Creek Bridge
THMSMA_1381,THMSMA,1381,123.4,29.3,3615.62,241.7991,
THPOMA_1382,THPOMA,1382,158.5,37.5,5943.75,241.6757,
THLSMA_1383,THLSMA,1383,310,42.4,13144,241.5172,
THMSMA_1384,THMSMA,1384,148.4,33.2,4926.88,241.2072,Horse creek LB at top
THPOMA_1385,THPOMA,1385,103.9,41.8,4343.02,241.0588,
SCISL31_1386,SCISL31,1386,280.1,,,240.9549,
THLSMA_1387,THLSMA,1387,309.7,41.8,12945.46,240.6748,
THLSMA_1388,THLSMA,1388,253.3,41.8,10587.94,240.3651,
THMSMA_1389,THMSMA,1389,197.2,36.9,7276.68,240.1118,
THPOMA_1390,THPOMA,1390,195.4,51.2,10004.48,239.9146,
THLSMA_1391,THLSMA,1391,138.4,33.5,4636.4,239.7192,
THPOMA_1392,THPOMA,1392,74.4,42.4,3154.56,239.5808,
THLSMA_1393,THLSMA,1393,76.2,45.1,3436.62,239.5064,
SCISL32_1394,SCISL32,1394,407.5,,,239.4302,
THPOMA_1395,THPOMA,1395,321.6,33.2,10677.12,239.0227,
SCISL33_1396,SCISL33,1396,153.6,,,238.7011,
THLSMA_1397,THLSMA,1397,110.9,26.2,2905.58,238.5475,
THPOMA_1398,THPOMA,1398,54,42.4,2289.6,238.4366,
THMSMA_1399,THMSMA,1399,114.3,36.9,4217.67,238.3826,
THLSMA_1400,THLSMA,1400,222.2,33.5,7443.7,238.2683,
THMSMA_1401,THMSMA,1401,171.3,47.9,8205.27,238.0461,
THPOMA_1402,THPOMA,1402,127.4,36.3,4624.62,237.8748,
THMSMA_1403,THMSMA,1403,155.4,50,7770,237.7474,
THPOMA_1404,THPOMA,1404,82.3,28.7,2362.01,237.592,
THLSMA_1405,THLSMA,1405,62.5,28.7,1793.75,237.5097,
THPOMA_1406,THPOMA,1406,157,27.1,4254.7,237.4472,
THLSMA_1407,THLSMA,1407,115.8,37.8,4377.24,237.2902,
THMSMA_1408,THMSMA,1408,132.9,33.8,4492.02,237.1744,
THPOMA_1409,THPOMA,1409,330.4,38.4,12687.36,237.0415,
SCISL34_1410,SCISL34,1410,103,,,236.7111,
THMSMA_1411,THMSMA,1411,78.9,30.2,2382.78,236.6081,
THPOMA_1412,THPOMA,1412,443.8,45.1,20015.38,236.5292,
SCISL35_1413,SCISL35,1413,126.5,,,236.0854,Kinsman Trap
THMSMA_1414,THMSMA,1414,78.9,30.2,2382.78,235.9589,
THPOMA_1415,THPOMA,1415,443.8,45.1,20015.38,235.88,
THLSMA_1416,THLSMA,1416,51.8,43,2227.4,235.4362,
SCISL36_1417,SCISL36,1417,165.5,,,235.3844,
BBLSMA_1418,BBLSMA,1418,28,35.1,982.8,235.2189,
BBPOMA_1419,BBPOMA,1419,165.5,66.8,11055.4,235.1909,
BBLSMA_1420,BBLSMA,1420,45.7,51.2,2339.84,235.0254,
SESSMA_1421,SESSMA,1421,104.2,43,4480.6,234.9797,
BBPOMA_1422,BBPOMA,1422,57.6,29,1670.4,234.8755,
BBPOMA_1423,BBPOMA,1423,281.6,31.1,8757.76,234.8179,
BBLSMA_1424,BBLSMA,1424,76.2,32.3,2461.26,234.5363,
BBPOMA_1425,BBPOMA,1425,91.4,36.3,3317.82,234.4601,
SCISL37_1426,SCISL37,1426,234.1,,,234.3687,
BBPOMA_1427,BBPOMA,1427,152.4,45.7,6964.68,234.1346,
BBMSMA_1428,BBMSMA,1428,153.3,33.8,5181.54,233.9822,Blue Heron about here. RWP 12/01/2012
SESSMA_1429,SESSMA,1429,112.8,13.7,1545.36,233.8289,
BBPOMA_1430,BBPOMA,1430,186.5,25.3,4718.45,233.7161,
BBLSMA_1431,BBLSMA,1431,112.8,34.4,3880.32,233.5296,
THPOMA_1432,THPOMA,1432,253.6,29,7354.4,233.4168,
THPOMA_1433,THPOMA,1433,86.9,32.3,2806.87,233.1632,
THLSMA_1434,THLSMA,1434,130.8,38.4,5022.72,233.0763,
THMSMA_1435,THMSMA,1435,93.3,35.4,3302.82,232.9455,
THPOMA_1436,THPOMA,1436,168.9,36,6080.4,232.8522,Scott River RB
THMSMA_1437,THMSMA,1437,83.2,59.4,4942.08,232.6833,
THPOMA_1438,THPOMA,1438,143.3,60.4,8655.32,232.6001,
THMSMA_1439,THMSMA,1439,150.3,72.8,10941.84,232.4568,
THLSMA_1440,THLSMA,1440,128.6,42.4,5452.64,232.3065,
